,Nombre,Categoria_Especifica,Calificacion,Reviews,Direccion,Url
0,Versus,$$ • Comida rápida,4.3,(34),"Carrera 13# 8n -39, Quindío 630003 • Más información",https://www.ubereats.com/co/armenia/food-delivery/versus/UhZCYICBSu2cwJoiF5kfHQ
1,Don Jacobo Postres y Ponques - Armenia,$ • Postres,4.8,(52),"Cra. 14 No. 9 Norte-69, Av. Bolivar, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/don-jacobo-postres-y-ponques-armenia/vhYajc-nSo2J1N8nubLqJw
2,Le Ricette Pizza,$$ • Italiana,,,"630001 Cra. 6 #13n-27 Local, Armenia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/le-ricette-pizza/GNCrqZHSTpSS5JYo3Q_h2w
3,Versus,$$ • Comida rápida,4.3,(34),"Carrera 13# 8n -39, Quindío 630003 • Más información",https://www.ubereats.com/co/armenia/food-delivery/versus/UhZCYICBSu2cwJoiF5kfHQ
4,Don Jacobo Postres y Ponques - Armenia,$ • Postres,4.8,(52),"Cra. 14 No. 9 Norte-69, Av. Bolivar, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/don-jacobo-postres-y-ponques-armenia/vhYajc-nSo2J1N8nubLqJw
5,Le Ricette Pizza,$$ • Italiana,,,"630001 Cra. 6 #13n-27 Local, Armenia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/le-ricette-pizza/GNCrqZHSTpSS5JYo3Q_h2w
6,BoticaSol,$$ • Saludable,,,"Cl. 5 Nte. #14–06, Armenia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/boticasol/gpqeUDgPRxOb835gGLi99w
7,Baronesa,$$ • Latina fusión,4.8,(37),"Armenia, Quindío, Colombia, Mall Del Rio,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/baronesa/HlYN61-gRO6KL4jfqq1ojg
8,Popsy - Portal Quindio,$ • Helado y yogur helado,4.8,(37),"Centro Comercial Portal De Quindio Avenida 14 No. 19 - 46 Nivel 1 Local N1-23, Armenia, Armenia 630003 • Más información",https://www.ubereats.com/co/armenia/food-delivery/popsy-portal-quindio/GhGMSeHWSeOO7-f0sUAqiw
9,Popsy - Unicentro Armenia,$ • Helado y yogur helado,4.7,(70),"Unicentro, Armenia, Quindío 630001 • Más información",https://www.ubereats.com/co/armenia/food-delivery/popsy-unicentro-armenia/G9HQCHJZRwqzOwNLV8ItcA
10,Café 360,$$ • Comida rápida,,,"Armenia, Quindio, Colombia, Carrera 14 # 14n-34,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/cafe-360/aOxJpthzTQu1uUmEj0LTxA
11,Popsy - Portal Quindio,$ • Helado y yogur helado,4.8,(37),"Centro Comercial Portal De Quindio Avenida 14 No. 19 - 46 Nivel 1 Local N1-23, Armenia, Armenia 630003 • Más información",https://www.ubereats.com/co/armenia/food-delivery/popsy-portal-quindio/GhGMSeHWSeOO7-f0sUAqiw
12,Icetrology,$$ • Helado y yogur helado,,,"Norte 60,, Cra. 6 #319, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/icetrology/a2hPGnDQRfGA_JoR2JNOqw
13,Popsy - Unicentro Armenia,$ • Helado y yogur helado,4.7,(70),"Unicentro, Armenia, Quindío 630001 • Más información",https://www.ubereats.com/co/armenia/food-delivery/popsy-unicentro-armenia/G9HQCHJZRwqzOwNLV8ItcA
14,Urban Pizzería (Armenia),$$ • Pizza,4.6,(91),"Av. Centenario Carrera 6, Cra 6 #8N-40, Armenia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/urban-pizzeria-armenia/bVpxAzDDQ42Mv9IAvmkvtg
15,Piali,$ • Pizza,4.5,(34),"Carrera 22 #9-45, Armenia, Armenia 630003 Colombia, Armenia 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/piali/gcDAW8dkSpGFa7G-nvkehw
16,Mundial Pizza's,$$ • Pizza,,,"Av Bolívar # 19-46, Armenia, Quindio 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/mundial-pizzas/LtB5pxmyRNWVPjF85K4qgQ
17,Versus,$$ • Comida rápida,4.3,(34),"Carrera 13# 8n -39, Quindío 630003 • Más información",https://www.ubereats.com/co/armenia/food-delivery/versus/UhZCYICBSu2cwJoiF5kfHQ
18,Oeste Pizza,$$ • Italiana • Pizza,4.5,(12),"Cra. 14a, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/oeste-pizza/1hb90vymQFyQ_m_y8zMZ8Q
19,Parma Pizza,$$ • Italiana,4.4,(31),"Cra. 6 ##3180, Armenia, Quindío, Colombia, Local 220,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/parma-pizza/umiGVtjiS2uz-8QYSa3OVw
20,La Pizzeria (Jardín Bolivar),$$ • Italiana,,,"Jardín, Bolívar, Av. Bolívar ##14n-34, Armenia, Quindío, Colombia, Calle 22Norte 17-15,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/la-pizzeria-jardin-bolivar/bxMAhdELRpS7L6MoF5c9tg
21,Le Ricette Pizza,$$ • Italiana,,,"630001 Cra. 6 #13n-27 Local, Armenia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/le-ricette-pizza/GNCrqZHSTpSS5JYo3Q_h2w
22,Cirano,$$ • Latina fusión,,,"Cl. 22 Nte. #15-25, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/cirano/FWd-CLz0S8ewRIRglEaaig
23,Expedicion Cafe,$$ • Americana,,,"Calle 5 Norte, Carrera 18 A, Armenia, Quindío, Colombia, Esquina, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/expedicion-cafe/bfxk0l7_SuuRDA25vY-nEg
24,Versus,$$ • Comida rápida,4.3,(34),"Carrera 13# 8n -39, Quindío 630003 • Más información",https://www.ubereats.com/co/armenia/food-delivery/versus/UhZCYICBSu2cwJoiF5kfHQ
25,Viajao de Papas,$ • Americana,,,"Calle 21a #27a-15, Armenia, Quindío 630003 Colombia, Piso 2,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/viajao-de-papas/8t84Q2ziQxibwMndcft6sg
26,Rugar 84,$$ • Americana moderna,4.8,(41),"Carrera 19 # 5 Norte 22, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/rugar-84/hdMLzAFvTDqRv3-SZD_8bQ
27,AXM Burger House,$$ • Americana,,,"Carrera 13 #13 8 N-39 Edificio Bambu Local 107, Quindío 630003 • Más información",https://www.ubereats.com/co/armenia/food-delivery/axm-burger-house/XZZG38HKRnGqGNkO_wbCqQ
28,Las Delicias de Yeye,$ • Burgers,4.5,(96),"Cra. 12 #27-45, Armenia, Quindío, Colombia, Parque Uribe,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/las-delicias-de-yeye/4qkPaMyfSfONnCJS0zSKoQ
29,Piali,$ • Pizza,4.5,(34),"Carrera 22 #9-45, Armenia, Armenia 630003 Colombia, Armenia 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/piali/gcDAW8dkSpGFa7G-nvkehw
30,BC Food,$ • Colombiana,3.5,(14),,https://www.ubereats.com/co/armenia/food-delivery/bc-food/NfbWshdBS-uLTIVXlnNHVg
31,Bamboo Cafe,$$ • Americana,,,"Cl. 14 Nte. ## 11-02, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/bamboo-cafe/WW0XO33ETDC8L88gvvbVyQ
32,Arriero Express,$ • Colombiana,4.6,(17),"Av. Bolívar Cra.14 #22 Norte-36, Armenia, Quindío 630004 Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/arriero-express/u3Mz7VMNQ-mIcN3ccbwk2g
33,Saramama Arepas Rellenas,$ • Latina,,,"Carrera 19 #22n-59 Edificio Brisas De Laureles - Local 13, Armenia, Quindio 630004 Colombia, Quindio 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/saramama-arepas-rellenas/7AIdCnizThahxjsqtaLdRQ
34,Mundial Pizza's,$$ • Pizza,,,"Av Bolívar # 19-46, Armenia, Quindio 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/mundial-pizzas/LtB5pxmyRNWVPjF85K4qgQ
35,Project Burger,$$ • Americana,4.9,(44),"Cra 16 # 3n-11, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/project-burger/qemXgejaRdKI3-WFvyhLSg
36,Pan y Chocolate (Laureles),$$ • Americana,,,"Cl. 22n, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate-laureles/Rk8e-RQxSKq-6DbPuU5P-A
37,Expedicion Cafe,$$ • Americana,,,"Calle 5 Norte, Carrera 18 A, Armenia, Quindío, Colombia, Esquina, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/expedicion-cafe/bfxk0l7_SuuRDA25vY-nEg
38,Ceron Cocina de Autor,$$ • Americana,,,"Carrera 19 #35 Norte-375 A 35 Norte-527,, Armenia, Quindío, Colombia, Local 4 SIN AVISO , Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/ceron-cocina-de-autor/3Fb9cBOcT1-tyLr2vpjb3Q
39,Pan y Chocolate,$$ • Americana,4.8,(17),"Cl. 3 Nte. #16-24, Armenia, Quindío, Colombia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate/lnjBshYlSEeHinF0Apx4qQ
40,Ostion Ceviche y Mar,$ • Mariscos,,,"Carrera 6a # 3 - 180, Centro Comercial Calima Local 2-06, Armenia, Quindío 630003 Colombia, Quindío 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/ostion-ceviche-y-mar/ZQPSWyhpTiGhQDR9-Py8QQ
41,Hamburguesas Coliseo,$ • Burgers,,,"Cr 19 5n 147 Lc 5 C.C Basmbuza Plaza, Armenia, Quindio Colombia, LOCAL 5,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/hamburguesas-coliseo/MSU7VwBASRiu6bqxF_CQ-A
42,Juan Valdez Unicentro Armenia,$ • Café y té,,,"No. 6, Av. Bolívar #02, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/juan-valdez-unicentro-armenia/HCwjFq_rS1yzW8toL-Zv7g
43,Bife Parrilla,$ • Filetes,,,"Carrera 14 # 06-02 Local 2-38, Armenia, Quindio 630004 Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/bife-parrilla/DZjQC9qRQoy83WLLKY78Ng
44,Cirano,$$ • Latina fusión,,,"Cl. 22 Nte. #15-25, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/cirano/FWd-CLz0S8ewRIRglEaaig
45,Frijoles & Mondongos (Calima Armenia),$ • Colombiana,,,"Cra. 6 #3-180, Armenia, Quindío, Armenia, Quindio 630004 Colombia, Quindio 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/frijoles-%26-mondongos-calima-armenia/L3Fw5MC8RXi9ed5AQYZYjA
46,Tiempo Libre Café,$ • Latina,,,"Carrera 23 # 11 58 Barrio Granada, Armenia, Quindio 630004 Colombia, Quindio 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/tiempo-libre-cafe/X_INeQTDRjeW6pIVvQCmFA
47,Las Delicias de Yeye,$ • Burgers,4.5,(96),"Cra. 12 #27-45, Armenia, Quindío, Colombia, Parque Uribe,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/las-delicias-de-yeye/4qkPaMyfSfONnCJS0zSKoQ
48,Versus,$$ • Comida rápida,4.3,(34),"Carrera 13# 8n -39, Quindío 630003 • Más información",https://www.ubereats.com/co/armenia/food-delivery/versus/UhZCYICBSu2cwJoiF5kfHQ
49,Subway  (Unicentro),$$ • Sándwich • Saludable,4.5,(44),"No. 6, Av. Bolívar #02, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/subway-unicentro/yUThGJ3jTbC50RaLCO8DsA
50,Viajao de Papas,$ • Americana,,,"Calle 21a #27a-15, Armenia, Quindío 630003 Colombia, Piso 2,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/viajao-de-papas/8t84Q2ziQxibwMndcft6sg
51,Versus,$$ • Comida rápida,4.3,(34),"Carrera 13# 8n -39, Quindío 630003 • Más información",https://www.ubereats.com/co/armenia/food-delivery/versus/UhZCYICBSu2cwJoiF5kfHQ
52,Don Jacobo Postres y Ponques - Armenia,$ • Postres,4.8,(52),"Cra. 14 No. 9 Norte-69, Av. Bolivar, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/don-jacobo-postres-y-ponques-armenia/vhYajc-nSo2J1N8nubLqJw
53,Le Ricette Pizza,$$ • Italiana,,,"630001 Cra. 6 #13n-27 Local, Armenia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/le-ricette-pizza/GNCrqZHSTpSS5JYo3Q_h2w
54,BoticaSol,$$ • Saludable,,,"Cl. 5 Nte. #14–06, Armenia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/boticasol/gpqeUDgPRxOb835gGLi99w
55,Baronesa,$$ • Latina fusión,4.7,(34),"Armenia, Quindío, Colombia, Mall Del Rio,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/baronesa/HlYN61-gRO6KL4jfqq1ojg
56,Popsy - Portal Quindio,$ • Helado y yogur helado,4.8,(37),"Centro Comercial Portal De Quindio Avenida 14 No. 19 - 46 Nivel 1 Local N1-23, Armenia, Armenia 630003 • Más información",https://www.ubereats.com/co/armenia/food-delivery/popsy-portal-quindio/GhGMSeHWSeOO7-f0sUAqiw
57,Popsy - Unicentro Armenia,$ • Helado y yogur helado,4.7,(70),"Unicentro, Armenia, Quindío 630001 • Más información",https://www.ubereats.com/co/armenia/food-delivery/popsy-unicentro-armenia/G9HQCHJZRwqzOwNLV8ItcA
58,Café 360,$$ • Comida rápida,,,"Armenia, Quindio, Colombia, Carrera 14 # 14n-34,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/cafe-360/aOxJpthzTQu1uUmEj0LTxA
59,Popsy - Portal Quindio,$ • Helado y yogur helado,4.8,(37),"Centro Comercial Portal De Quindio Avenida 14 No. 19 - 46 Nivel 1 Local N1-23, Armenia, Armenia 630003 • Más información",https://www.ubereats.com/co/armenia/food-delivery/popsy-portal-quindio/GhGMSeHWSeOO7-f0sUAqiw
60,Icetrology,$$ • Helado y yogur helado,,,"Norte 60,, Cra. 6 #319, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/icetrology/a2hPGnDQRfGA_JoR2JNOqw
61,Popsy - Unicentro Armenia,$ • Helado y yogur helado,4.7,(70),"Unicentro, Armenia, Quindío 630001 • Más información",https://www.ubereats.com/co/armenia/food-delivery/popsy-unicentro-armenia/G9HQCHJZRwqzOwNLV8ItcA
62,Urban Pizzería (Armenia),$$ • Pizza,4.6,(91),"Av. Centenario Carrera 6, Cra 6 #8N-40, Armenia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/urban-pizzeria-armenia/bVpxAzDDQ42Mv9IAvmkvtg
63,Piali,$ • Pizza,4.5,(33),"Carrera 22 #9-45, Armenia, Armenia 630003 Colombia, Armenia 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/piali/gcDAW8dkSpGFa7G-nvkehw
64,Mundial Pizza's,$$ • Pizza,,,"Av Bolívar # 19-46, Armenia, Quindio 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/mundial-pizzas/LtB5pxmyRNWVPjF85K4qgQ
65,Versus,$$ • Comida rápida,4.3,(34),"Carrera 13# 8n -39, Quindío 630003 • Más información",https://www.ubereats.com/co/armenia/food-delivery/versus/UhZCYICBSu2cwJoiF5kfHQ
66,Oeste Pizza,$$ • Italiana • Pizza,4.5,(12),"Cra. 14a, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/oeste-pizza/1hb90vymQFyQ_m_y8zMZ8Q
67,Parma Pizza,$$ • Italiana,4.4,(31),"Cra. 6 ##3180, Armenia, Quindío, Colombia, Local 220,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/parma-pizza/umiGVtjiS2uz-8QYSa3OVw
68,La Pizzeria (Jardín Bolivar),$$ • Italiana,,,"Jardín, Bolívar, Av. Bolívar ##14n-34, Armenia, Quindío, Colombia, Calle 22Norte 17-15,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/la-pizzeria-jardin-bolivar/bxMAhdELRpS7L6MoF5c9tg
69,Le Ricette Pizza,$$ • Italiana,,,"630001 Cra. 6 #13n-27 Local, Armenia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/le-ricette-pizza/GNCrqZHSTpSS5JYo3Q_h2w
70,Cirano,$$ • Latina fusión,,,"Cl. 22 Nte. #15-25, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/cirano/FWd-CLz0S8ewRIRglEaaig
71,Expedicion Cafe,$$ • Americana,,,"Calle 5 Norte, Carrera 18 A, Armenia, Quindío, Colombia, Esquina, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/expedicion-cafe/bfxk0l7_SuuRDA25vY-nEg
72,Versus,$$ • Comida rápida,4.3,(34),"Carrera 13# 8n -39, Quindío 630003 • Más información",https://www.ubereats.com/co/armenia/food-delivery/versus/UhZCYICBSu2cwJoiF5kfHQ
73,Viajao de Papas,$ • Americana,,,"Calle 21a #27a-15, Armenia, Quindío 630003 Colombia, Piso 2,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/viajao-de-papas/8t84Q2ziQxibwMndcft6sg
74,Rugar 84,$$ • Americana moderna,4.8,(40),"Carrera 19 # 5 Norte 22, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/rugar-84/hdMLzAFvTDqRv3-SZD_8bQ
75,AXM Burger House,$$ • Americana,,,"Carrera 13 #13 8 N-39 Edificio Bambu Local 107, Quindío 630003 • Más información",https://www.ubereats.com/co/armenia/food-delivery/axm-burger-house/XZZG38HKRnGqGNkO_wbCqQ
76,Las Delicias de Yeye,$ • Burgers,4.5,(96),"Cra. 12 #27-45, Armenia, Quindío, Colombia, Parque Uribe,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/las-delicias-de-yeye/4qkPaMyfSfONnCJS0zSKoQ
77,Piali,$ • Pizza,4.5,(33),"Carrera 22 #9-45, Armenia, Armenia 630003 Colombia, Armenia 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/piali/gcDAW8dkSpGFa7G-nvkehw
78,BC Food,$ • Colombiana,3.5,(14),,https://www.ubereats.com/co/armenia/food-delivery/bc-food/NfbWshdBS-uLTIVXlnNHVg
79,Bamboo Cafe,$$ • Americana,,,"Cl. 14 Nte. ## 11-02, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/bamboo-cafe/WW0XO33ETDC8L88gvvbVyQ
80,Arriero Express,$ • Colombiana,4.6,(17),"Av. Bolívar Cra.14 #22 Norte-36, Armenia, Quindío 630004 Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/arriero-express/u3Mz7VMNQ-mIcN3ccbwk2g
81,Saramama Arepas Rellenas,$ • Latina,,,"Carrera 19 #22n-59 Edificio Brisas De Laureles - Local 13, Armenia, Quindio 630004 Colombia, Quindio 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/saramama-arepas-rellenas/7AIdCnizThahxjsqtaLdRQ
82,Mundial Pizza's,$$ • Pizza,,,"Av Bolívar # 19-46, Armenia, Quindio 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/mundial-pizzas/LtB5pxmyRNWVPjF85K4qgQ
83,Project Burger,$$ • Americana,4.9,(43),"Cra 16 # 3n-11, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/project-burger/qemXgejaRdKI3-WFvyhLSg
84,Pan y Chocolate (Laureles),$$ • Americana,,,"Cl. 22n, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate-laureles/Rk8e-RQxSKq-6DbPuU5P-A
85,Expedicion Cafe,$$ • Americana,,,"Calle 5 Norte, Carrera 18 A, Armenia, Quindío, Colombia, Esquina, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/expedicion-cafe/bfxk0l7_SuuRDA25vY-nEg
86,Ceron Cocina de Autor,$$ • Americana,,,"Carrera 19 #35 Norte-375 A 35 Norte-527,, Armenia, Quindío, Colombia, Local 4 SIN AVISO , Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/ceron-cocina-de-autor/3Fb9cBOcT1-tyLr2vpjb3Q
87,Pan y Chocolate,$$ • Americana,4.8,(17),"Cl. 3 Nte. #16-24, Armenia, Quindío, Colombia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate/lnjBshYlSEeHinF0Apx4qQ
88,Ostion Ceviche y Mar,$ • Mariscos,,,"Carrera 6a # 3 - 180, Centro Comercial Calima Local 2-06, Armenia, Quindío 630003 Colombia, Quindío 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/ostion-ceviche-y-mar/ZQPSWyhpTiGhQDR9-Py8QQ
89,Hamburguesas Coliseo,$ • Burgers,,,"Cr 19 5n 147 Lc 5 C.C Basmbuza Plaza, Armenia, Quindio Colombia, LOCAL 5,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/hamburguesas-coliseo/MSU7VwBASRiu6bqxF_CQ-A
90,Juan Valdez Unicentro Armenia,$ • Café y té,,,"No. 6, Av. Bolívar #02, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/juan-valdez-unicentro-armenia/HCwjFq_rS1yzW8toL-Zv7g
91,Bife Parrilla,$ • Filetes,,,"Carrera 14 # 06-02 Local 2-38, Armenia, Quindio 630004 Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/bife-parrilla/DZjQC9qRQoy83WLLKY78Ng
92,Cirano,$$ • Latina fusión,,,"Cl. 22 Nte. #15-25, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/cirano/FWd-CLz0S8ewRIRglEaaig
93,Frijoles & Mondongos (Calima Armenia),$ • Colombiana,,,"Cra. 6 #3-180, Armenia, Quindío, Armenia, Quindio 630004 Colombia, Quindio 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/frijoles-%26-mondongos-calima-armenia/L3Fw5MC8RXi9ed5AQYZYjA
94,Tiempo Libre Café,$ • Latina,,,"Carrera 23 # 11 58 Barrio Granada, Armenia, Quindio 630004 Colombia, Quindio 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/tiempo-libre-cafe/X_INeQTDRjeW6pIVvQCmFA
95,Las Delicias de Yeye,$ • Burgers,4.5,(96),"Cra. 12 #27-45, Armenia, Quindío, Colombia, Parque Uribe,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/las-delicias-de-yeye/4qkPaMyfSfONnCJS0zSKoQ
96,Versus,$$ • Comida rápida,4.3,(34),"Carrera 13# 8n -39, Quindío 630003 • Más información",https://www.ubereats.com/co/armenia/food-delivery/versus/UhZCYICBSu2cwJoiF5kfHQ
97,Subway  (Unicentro),$$ • Sándwich • Saludable,4.5,(44),"No. 6, Av. Bolívar #02, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/subway-unicentro/yUThGJ3jTbC50RaLCO8DsA
98,Viajao de Papas,$ • Americana,,,"Calle 21a #27a-15, Armenia, Quindío 630003 Colombia, Piso 2,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/viajao-de-papas/8t84Q2ziQxibwMndcft6sg
99,Bamboo Cafe,$$ • Americana,,,"Cl. 14 Nte. ## 11-02, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/bamboo-cafe/WW0XO33ETDC8L88gvvbVyQ
100,Sandwich Qbano (Cra 14 - Centro),$$ • Sándwich,4.6,(97),"Cl. 22 Nte. #15-19, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/sandwich-qbano-cra-14-centro/H5eJ7aunS0-eK-57zhQPOw
101,Subway (Portal del Quindio),$$ • Sándwich • Saludable,4.5,(62),"Av Bolivar N° 19 Norte #46-05, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/subway-portal-del-quindio/qFQcdAgMS0i4ItdkGXCKqg
102,Subway (Calima),$$ • Sándwich • Saludable,4.8,(28),"Cra. 6 ##3180, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/subway-calima/hzQgejbFTmi6ZWm5SevLDA
103,AXM Burger House,$$ • Americana,,,"Carrera 13 #13 8 N-39 Edificio Bambu Local 107, Quindío 630003 • Más información",https://www.ubereats.com/co/armenia/food-delivery/axm-burger-house/XZZG38HKRnGqGNkO_wbCqQ
104,Le Ricette Pizza,$$ • Italiana,,,"630001 Cra. 6 #13n-27 Local, Armenia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/le-ricette-pizza/GNCrqZHSTpSS5JYo3Q_h2w
105,Pan y Chocolate,$$ • Americana,4.8,(17),"Cl. 3 Nte. #16-24, Armenia, Quindío, Colombia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate/lnjBshYlSEeHinF0Apx4qQ
106,Pan y Chocolate (Laureles),$$ • Americana,,,"Cl. 22n, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate-laureles/Rk8e-RQxSKq-6DbPuU5P-A
107,Café 360,$$ • Comida rápida,,,"Armenia, Quindio, Colombia, Carrera 14 # 14n-34,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/cafe-360/aOxJpthzTQu1uUmEj0LTxA
108,Cirano,$$ • Latina fusión,,,"Cl. 22 Nte. #15-25, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/cirano/FWd-CLz0S8ewRIRglEaaig
109,Expedicion Cafe,$$ • Americana,,,"Calle 5 Norte, Carrera 18 A, Armenia, Quindío, Colombia, Esquina, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/expedicion-cafe/bfxk0l7_SuuRDA25vY-nEg
110,Ey Parce,$$ • Comida rápida,,,"Carrera 15 #18n Cerca Del Parque, Armenia, Quindío 000006 • Más información",https://www.ubereats.com/co/armenia/food-delivery/ey-parce/bAecevtjQEmfVuxupgEfdw
111,Hamburguesas Coliseo,$ • Burgers,,,"Cr 19 5n 147 Lc 5 C.C Basmbuza Plaza, Armenia, Quindio Colombia, LOCAL 5,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/hamburguesas-coliseo/MSU7VwBASRiu6bqxF_CQ-A
112,Ceron Cocina de Autor,$$ • Americana,,,"Carrera 19 #35 Norte-375 A 35 Norte-527,, Armenia, Quindío, Colombia, Local 4 SIN AVISO , Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/ceron-cocina-de-autor/3Fb9cBOcT1-tyLr2vpjb3Q
113,BC Food,$ • Colombiana,3.5,(14),,https://www.ubereats.com/co/armenia/food-delivery/bc-food/NfbWshdBS-uLTIVXlnNHVg
