,Nombre,Categoria_Especifica,Calificacion,Reviews,Direccion,Url
0,Piali,$ • Pizza,4.5,(33),"Carrera 22 #9-45, Armenia, Armenia 630003 Colombia, Armenia 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/piali/gcDAW8dkSpGFa7G-nvkehw
1,Urban Pizzería (Armenia),$$ • Pizza,4.6,(91),"Av. Centenario Carrera 6, Cra 6 #8N-40, Armenia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/urban-pizzeria-armenia/bVpxAzDDQ42Mv9IAvmkvtg
2,Mundial Pizza's,$$ • Pizza,,,"Av Bolívar # 19-46, Armenia, Quindio 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/mundial-pizzas/LtB5pxmyRNWVPjF85K4qgQ
3,Oeste Pizza,$$ • Italiana • Pizza,4.5,(11),"Cra. 14a, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/oeste-pizza/1hb90vymQFyQ_m_y8zMZ8Q
4,Parma Pizza,$$ • Italiana,4.4,(31),"Cra. 6 ##3180, Armenia, Quindío, Colombia, Local 220,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/parma-pizza/umiGVtjiS2uz-8QYSa3OVw
5,La Pizzeria (Jardín Bolivar),$$ • Italiana,,,"Jardín, Bolívar, Av. Bolívar ##14n-34, Armenia, Quindío, Colombia, Calle 22Norte 17-15,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/la-pizzeria-jardin-bolivar/bxMAhdELRpS7L6MoF5c9tg
6,Le Ricette Pizza,$$ • Italiana,,,"630001 Cra. 6 #13n-27 Local, Armenia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/le-ricette-pizza/GNCrqZHSTpSS5JYo3Q_h2w
7,Versus,$$ • Comida rápida,4.3,(34),"Carrera 13# 8n -39, Quindío 630003 • Más información",https://www.ubereats.com/co/armenia/food-delivery/versus/UhZCYICBSu2cwJoiF5kfHQ
8,Expedicion Cafe,$$ • Americana,,,"Calle 5 Norte, Carrera 18 A, Armenia, Quindío, Colombia, Esquina, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/expedicion-cafe/bfxk0l7_SuuRDA25vY-nEg
9,Cirano,$$ • Latina fusión,,,"Cl. 22 Nte. #15-25, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/cirano/FWd-CLz0S8ewRIRglEaaig
10,IIK El Naco (Mall La Avenida),$$ • Mexicana,,,"Cra. 14 #26 Norte-111 A 26 Norte-171, Armenia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/iik-el-naco-mall-la-avenida/gNelqVHPQJaj8Sr-6gnouQ
11,Bak Mexican Taqueria,$$ • Mexicana,4.2,(21),"Carrera 12 #, Cl. 1an ##02, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/bak-mexican-taqueria/hHc6oTgSTUin1PX8KtsxJA
12,Náhuatl comida mexicana tradicional,$$ • Mexicana,,,"#319, Container City, Cra. 6, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/nahuatl-comida-mexicana-tradicional/vpnbwjIQQzmZdFbpY-gx0w
13,Saramama Arepas Rellenas,$ • Latina,,,"Carrera 19 #22n-59 Edificio Brisas De Laureles - Local 13, Armenia, Quindio 630004 Colombia, Quindio 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/saramama-arepas-rellenas/7AIdCnizThahxjsqtaLdRQ
14,Tiempo Libre Café,$ • Latina,,,"Carrera 23 # 11 58 Barrio Granada, Armenia, Quindio 630004 Colombia, Quindio 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/tiempo-libre-cafe/X_INeQTDRjeW6pIVvQCmFA
15,Rugar 84,$$ • Americana moderna,4.8,(40),"Carrera 19 # 5 Norte 22, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/rugar-84/hdMLzAFvTDqRv3-SZD_8bQ
16,KFC (Portal Quindio),$ • Pollo • Comida rápida,4.4,(37),"Carrera #19-46, Local 1, Armenia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/kfc-portal-quindio/zqVRQJqHSbuhnMJMXB9E7Q
17,Versus,$$ • Comida rápida,4.3,(34),"Carrera 13# 8n -39, Quindío 630003 • Más información",https://www.ubereats.com/co/armenia/food-delivery/versus/UhZCYICBSu2cwJoiF5kfHQ
18,You know (Nisa Bulevar),$$ • Comida rápida,4.7,(60),"Carrera 19 No. 19 Norte -00, Quindío 630003 • Más información",https://www.ubereats.com/co/armenia/food-delivery/you-know-nisa-bulevar/hSURRKV8Q4Co1AwN-8SXsg
19,You Know (El Nogal),$$ • Comida rápida,,,"Carrera 11 # 16 Norte 77, Armenia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/you-know-el-nogal/B_a4Xr3iSXGhSt75Gi6MXA
20,Café 360,$$ • Comida rápida,,,"Armenia, Quindio, Colombia, Carrera 14 # 14n-34,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/cafe-360/aOxJpthzTQu1uUmEj0LTxA
21,Ey Parce,$$ • Comida rápida,,,"Carrera 15 #18n Cerca Del Parque, Armenia, Quindío 000006 • Más información",https://www.ubereats.com/co/armenia/food-delivery/ey-parce/bAecevtjQEmfVuxupgEfdw
22,IIK El Naco (Mall La Avenida),$$ • Mexicana,,,"Cra. 14 #26 Norte-111 A 26 Norte-171, Armenia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/iik-el-naco-mall-la-avenida/gNelqVHPQJaj8Sr-6gnouQ
23,Sandwich Qbano (Cra 14 - Centro),$$ • Sándwich,4.6,(97),"Cl. 22 Nte. #15-19, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/sandwich-qbano-cra-14-centro/H5eJ7aunS0-eK-57zhQPOw
24,Bife Parrilla,$ • Filetes,,,"Carrera 14 # 06-02 Local 2-38, Armenia, Quindio 630004 Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/bife-parrilla/DZjQC9qRQoy83WLLKY78Ng
25,Piali,$ • Pizza,4.5,(33),"Carrera 22 #9-45, Armenia, Armenia 630003 Colombia, Armenia 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/piali/gcDAW8dkSpGFa7G-nvkehw
26,Ostion Ceviche y Mar,$ • Mariscos,,,"Carrera 6a # 3 - 180, Centro Comercial Calima Local 2-06, Armenia, Quindío 630003 Colombia, Quindío 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/ostion-ceviche-y-mar/ZQPSWyhpTiGhQDR9-Py8QQ
27,Pan y Chocolate,$$ • Americana,4.8,(17),"Cl. 3 Nte. #16-24, Armenia, Quindío, Colombia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate/lnjBshYlSEeHinF0Apx4qQ
28,Arriero Express,$ • Colombiana,4.6,(17),"Av. Bolívar Cra.14 #22 Norte-36, Armenia, Quindío 630004 Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/arriero-express/u3Mz7VMNQ-mIcN3ccbwk2g
29,Piali,$ • Pizza,4.5,(33),"Carrera 22 #9-45, Armenia, Armenia 630003 Colombia, Armenia 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/piali/gcDAW8dkSpGFa7G-nvkehw
30,Urban Pizzería (Armenia),$$ • Pizza,4.6,(91),"Av. Centenario Carrera 6, Cra 6 #8N-40, Armenia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/urban-pizzeria-armenia/bVpxAzDDQ42Mv9IAvmkvtg
31,Mundial Pizza's,$$ • Pizza,,,"Av Bolívar # 19-46, Armenia, Quindio 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/mundial-pizzas/LtB5pxmyRNWVPjF85K4qgQ
32,Oeste Pizza,$$ • Italiana • Pizza,4.5,(11),"Cra. 14a, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/oeste-pizza/1hb90vymQFyQ_m_y8zMZ8Q
33,Parma Pizza,$$ • Italiana,4.4,(31),"Cra. 6 ##3180, Armenia, Quindío, Colombia, Local 220,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/parma-pizza/umiGVtjiS2uz-8QYSa3OVw
34,La Pizzeria (Jardín Bolivar),$$ • Italiana,,,"Jardín, Bolívar, Av. Bolívar ##14n-34, Armenia, Quindío, Colombia, Calle 22Norte 17-15,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/la-pizzeria-jardin-bolivar/bxMAhdELRpS7L6MoF5c9tg
35,Le Ricette Pizza,$$ • Italiana,,,"630001 Cra. 6 #13n-27 Local, Armenia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/le-ricette-pizza/GNCrqZHSTpSS5JYo3Q_h2w
36,Versus,$$ • Comida rápida,4.3,(34),"Carrera 13# 8n -39, Quindío 630003 • Más información",https://www.ubereats.com/co/armenia/food-delivery/versus/UhZCYICBSu2cwJoiF5kfHQ
37,Expedicion Cafe,$$ • Americana,,,"Calle 5 Norte, Carrera 18 A, Armenia, Quindío, Colombia, Esquina, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/expedicion-cafe/bfxk0l7_SuuRDA25vY-nEg
38,Cirano,$$ • Latina fusión,,,"Cl. 22 Nte. #15-25, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/cirano/FWd-CLz0S8ewRIRglEaaig
39,IIK El Naco (Mall La Avenida),$$ • Mexicana,,,"Cra. 14 #26 Norte-111 A 26 Norte-171, Armenia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/iik-el-naco-mall-la-avenida/gNelqVHPQJaj8Sr-6gnouQ
40,Bak Mexican Taqueria,$$ • Mexicana,4.2,(21),"Carrera 12 #, Cl. 1an ##02, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/bak-mexican-taqueria/hHc6oTgSTUin1PX8KtsxJA
41,Náhuatl comida mexicana tradicional,$$ • Mexicana,,,"#319, Container City, Cra. 6, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/nahuatl-comida-mexicana-tradicional/vpnbwjIQQzmZdFbpY-gx0w
42,Saramama Arepas Rellenas,$ • Latina,,,"Carrera 19 #22n-59 Edificio Brisas De Laureles - Local 13, Armenia, Quindio 630004 Colombia, Quindio 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/saramama-arepas-rellenas/7AIdCnizThahxjsqtaLdRQ
43,Tiempo Libre Café,$ • Latina,,,"Carrera 23 # 11 58 Barrio Granada, Armenia, Quindio 630004 Colombia, Quindio 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/tiempo-libre-cafe/X_INeQTDRjeW6pIVvQCmFA
44,Rugar 84,$$ • Americana moderna,4.8,(40),"Carrera 19 # 5 Norte 22, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/rugar-84/hdMLzAFvTDqRv3-SZD_8bQ
45,KFC (Portal Quindio),$ • Pollo • Comida rápida,4.4,(37),"Carrera #19-46, Local 1, Armenia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/kfc-portal-quindio/zqVRQJqHSbuhnMJMXB9E7Q
46,Versus,$$ • Comida rápida,4.3,(34),"Carrera 13# 8n -39, Quindío 630003 • Más información",https://www.ubereats.com/co/armenia/food-delivery/versus/UhZCYICBSu2cwJoiF5kfHQ
47,You know (Nisa Bulevar),$$ • Comida rápida,4.7,(60),"Carrera 19 No. 19 Norte -00, Quindío 630003 • Más información",https://www.ubereats.com/co/armenia/food-delivery/you-know-nisa-bulevar/hSURRKV8Q4Co1AwN-8SXsg
48,You Know (El Nogal),$$ • Comida rápida,,,"Carrera 11 # 16 Norte 77, Armenia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/you-know-el-nogal/B_a4Xr3iSXGhSt75Gi6MXA
49,Café 360,$$ • Comida rápida,,,"Armenia, Quindio, Colombia, Carrera 14 # 14n-34,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/cafe-360/aOxJpthzTQu1uUmEj0LTxA
50,Ey Parce,$$ • Comida rápida,,,"Carrera 15 #18n Cerca Del Parque, Armenia, Quindío 000006 • Más información",https://www.ubereats.com/co/armenia/food-delivery/ey-parce/bAecevtjQEmfVuxupgEfdw
51,IIK El Naco (Mall La Avenida),$$ • Mexicana,,,"Cra. 14 #26 Norte-111 A 26 Norte-171, Armenia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/iik-el-naco-mall-la-avenida/gNelqVHPQJaj8Sr-6gnouQ
52,Sandwich Qbano (Cra 14 - Centro),$$ • Sándwich,4.6,(97),"Cl. 22 Nte. #15-19, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/sandwich-qbano-cra-14-centro/H5eJ7aunS0-eK-57zhQPOw
53,Bife Parrilla,$ • Filetes,,,"Carrera 14 # 06-02 Local 2-38, Armenia, Quindio 630004 Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/bife-parrilla/DZjQC9qRQoy83WLLKY78Ng
54,Piali,$ • Pizza,4.5,(33),"Carrera 22 #9-45, Armenia, Armenia 630003 Colombia, Armenia 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/piali/gcDAW8dkSpGFa7G-nvkehw
55,Ostion Ceviche y Mar,$ • Mariscos,,,"Carrera 6a # 3 - 180, Centro Comercial Calima Local 2-06, Armenia, Quindío 630003 Colombia, Quindío 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/ostion-ceviche-y-mar/ZQPSWyhpTiGhQDR9-Py8QQ
56,Pan y Chocolate,$$ • Americana,4.8,(17),"Cl. 3 Nte. #16-24, Armenia, Quindío, Colombia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate/lnjBshYlSEeHinF0Apx4qQ
57,Popsy - Portal Quindio,$ • Helado y yogur helado,4.8,(37),"Centro Comercial Portal De Quindio Avenida 14 No. 19 - 46 Nivel 1 Local N1-23, Armenia, Armenia 630003 • Más información",https://www.ubereats.com/co/armenia/food-delivery/popsy-portal-quindio/GhGMSeHWSeOO7-f0sUAqiw
58,Don Jacobo Postres y Ponques - Armenia,$ • Postres,4.8,(52),"Cra. 14 No. 9 Norte-69, Av. Bolivar, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/don-jacobo-postres-y-ponques-armenia/vhYajc-nSo2J1N8nubLqJw
59,Popsy - Unicentro Armenia,$ • Helado y yogur helado,4.7,(71),"Unicentro, Armenia, Quindío 630001 • Más información",https://www.ubereats.com/co/armenia/food-delivery/popsy-unicentro-armenia/G9HQCHJZRwqzOwNLV8ItcA
60,Versus,$$ • Comida rápida,4.3,(34),"Carrera 13# 8n -39, Quindío 630003 • Más información",https://www.ubereats.com/co/armenia/food-delivery/versus/UhZCYICBSu2cwJoiF5kfHQ
61,BoticaSol,$$ • Saludable,,,"Cl. 5 Nte. #14–06, Armenia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/boticasol/gpqeUDgPRxOb835gGLi99w
62,Le Ricette Pizza,$$ • Italiana,,,"630001 Cra. 6 #13n-27 Local, Armenia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/le-ricette-pizza/GNCrqZHSTpSS5JYo3Q_h2w
63,Baronesa,$$ • Latina fusión,4.7,(34),"Armenia, Quindío, Colombia, Mall Del Rio,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/baronesa/HlYN61-gRO6KL4jfqq1ojg
64,Café 360,$$ • Comida rápida,,,"Armenia, Quindio, Colombia, Carrera 14 # 14n-34,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/cafe-360/aOxJpthzTQu1uUmEj0LTxA
65,Troncos & carbón (Armenia),$$ • Filetes,,,"No. 6, Av. Bolívar #02, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/troncos-%26-carbon-armenia/bbW43IwVQQ-LrbQbSIvGOg
66,Arriero Express,$ • Colombiana,4.6,(17),"Av. Bolívar Cra.14 #22 Norte-36, Armenia, Quindío 630004 Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/arriero-express/u3Mz7VMNQ-mIcN3ccbwk2g
67,BC Food,$ • Colombiana,3.5,(14),,https://www.ubereats.com/co/armenia/food-delivery/bc-food/NfbWshdBS-uLTIVXlnNHVg
68,Restaurante La Oficina,$$ • Colombiana,,,"Av. Las Palmas #17-02, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/restaurante-la-oficina/kLH-ZqktRraSLxIIUy5sJQ
69,Frijoles & Mondongos (Calima Armenia),$ • Colombiana,,,"Cra. 6 #3-180, Armenia, Quindío, Armenia, Quindio 630004 Colombia, Quindio 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/frijoles-%26-mondongos-calima-armenia/L3Fw5MC8RXi9ed5AQYZYjA
70,Frijoles & Mondongos (Calima Armenia),$ • Colombiana,,,"Cra. 6 #3-180, Armenia, Quindío, Armenia, Quindio 630004 Colombia, Quindio 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/frijoles-%26-mondongos-calima-armenia/L3Fw5MC8RXi9ed5AQYZYjA
71,AXM Burger House,$$ • Americana,,,"Carrera 13 #13 8 N-39 Edificio Bambu Local 107, Quindío 630003 • Más información",https://www.ubereats.com/co/armenia/food-delivery/axm-burger-house/XZZG38HKRnGqGNkO_wbCqQ
72,Piali,$ • Pizza,4.5,(33),"Carrera 22 #9-45, Armenia, Armenia 630003 Colombia, Armenia 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/piali/gcDAW8dkSpGFa7G-nvkehw
73,Ostion Ceviche y Mar,$ • Mariscos,,,"Carrera 6a # 3 - 180, Centro Comercial Calima Local 2-06, Armenia, Quindío 630003 Colombia, Quindío 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/ostion-ceviche-y-mar/ZQPSWyhpTiGhQDR9-Py8QQ
74,Pan y Chocolate,$$ • Americana,4.8,(17),"Cl. 3 Nte. #16-24, Armenia, Quindío, Colombia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate/lnjBshYlSEeHinF0Apx4qQ
75,Pan y Chocolate,$$ • Americana,4.8,(17),"Cl. 3 Nte. #16-24, Armenia, Quindío, Colombia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate/lnjBshYlSEeHinF0Apx4qQ
76,Pan y Chocolate,$$ • Americana,4.8,(17),"Cl. 3 Nte. #16-24, Armenia, Quindío, Colombia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate/lnjBshYlSEeHinF0Apx4qQ
77,Pan y Chocolate,$$ • Americana,4.8,(17),"Cl. 3 Nte. #16-24, Armenia, Quindío, Colombia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate/lnjBshYlSEeHinF0Apx4qQ
78,Pan y Chocolate,$$ • Americana,4.8,(17),"Cl. 3 Nte. #16-24, Armenia, Quindío, Colombia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate/lnjBshYlSEeHinF0Apx4qQ
79,Pan y Chocolate,$$ • Americana,4.8,(17),"Cl. 3 Nte. #16-24, Armenia, Quindío, Colombia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate/lnjBshYlSEeHinF0Apx4qQ
80,Pan y Chocolate,$$ • Americana,4.8,(17),"Cl. 3 Nte. #16-24, Armenia, Quindío, Colombia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate/lnjBshYlSEeHinF0Apx4qQ
81,Pan y Chocolate,$$ • Americana,4.8,(17),"Cl. 3 Nte. #16-24, Armenia, Quindío, Colombia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate/lnjBshYlSEeHinF0Apx4qQ
82,Pan y Chocolate,$$ • Americana,4.8,(17),"Cl. 3 Nte. #16-24, Armenia, Quindío, Colombia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate/lnjBshYlSEeHinF0Apx4qQ
83,Pan y Chocolate,$$ • Americana,4.8,(17),"Cl. 3 Nte. #16-24, Armenia, Quindío, Colombia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate/lnjBshYlSEeHinF0Apx4qQ
84,Pan y Chocolate,$$ • Americana,4.8,(17),"Cl. 3 Nte. #16-24, Armenia, Quindío, Colombia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate/lnjBshYlSEeHinF0Apx4qQ
85,Pan y Chocolate,$$ • Americana,4.8,(17),"Cl. 3 Nte. #16-24, Armenia, Quindío, Colombia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate/lnjBshYlSEeHinF0Apx4qQ
86,Pan y Chocolate,$$ • Americana,4.8,(17),"Cl. 3 Nte. #16-24, Armenia, Quindío, Colombia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate/lnjBshYlSEeHinF0Apx4qQ
87,Pan y Chocolate,$$ • Americana,4.8,(17),"Cl. 3 Nte. #16-24, Armenia, Quindío, Colombia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate/lnjBshYlSEeHinF0Apx4qQ
88,Pan y Chocolate,$$ • Americana,4.8,(17),"Cl. 3 Nte. #16-24, Armenia, Quindío, Colombia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate/lnjBshYlSEeHinF0Apx4qQ
89,Pan y Chocolate,$$ • Americana,4.8,(17),"Cl. 3 Nte. #16-24, Armenia, Quindío, Colombia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate/lnjBshYlSEeHinF0Apx4qQ
90,Pan y Chocolate,$$ • Americana,4.8,(17),"Cl. 3 Nte. #16-24, Armenia, Quindío, Colombia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate/lnjBshYlSEeHinF0Apx4qQ
91,Pan y Chocolate,$$ • Americana,4.8,(17),"Cl. 3 Nte. #16-24, Armenia, Quindío, Colombia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate/lnjBshYlSEeHinF0Apx4qQ
92,Pan y Chocolate,$$ • Americana,4.8,(17),"Cl. 3 Nte. #16-24, Armenia, Quindío, Colombia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate/lnjBshYlSEeHinF0Apx4qQ
93,Pan y Chocolate,$$ • Americana,4.8,(17),"Cl. 3 Nte. #16-24, Armenia, Quindío, Colombia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate/lnjBshYlSEeHinF0Apx4qQ
94,Pan y Chocolate,$$ • Americana,4.8,(17),"Cl. 3 Nte. #16-24, Armenia, Quindío, Colombia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate/lnjBshYlSEeHinF0Apx4qQ
95,Pan y Chocolate,$$ • Americana,4.8,(17),"Cl. 3 Nte. #16-24, Armenia, Quindío, Colombia, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate/lnjBshYlSEeHinF0Apx4qQ
96,Mundial Pizza's,$$ • Pizza,,,"Av Bolívar # 19-46, Armenia, Quindio 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/mundial-pizzas/LtB5pxmyRNWVPjF85K4qgQ
97,Viajao de Papas,$ • Americana,,,"Calle 21a #27a-15, Armenia, Quindío 630003 Colombia, Piso 2,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/viajao-de-papas/8t84Q2ziQxibwMndcft6sg
98,Bamboo Cafe,$$ • Americana,,,"Cl. 14 Nte. ## 11-02, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/bamboo-cafe/WW0XO33ETDC8L88gvvbVyQ
99,Project Burger,$$ • Americana,4.9,(43),"Cra 16 # 3n-11, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/project-burger/qemXgejaRdKI3-WFvyhLSg
100,Pan y Chocolate (Laureles),$$ • Americana,,,"Cl. 22n, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/pan-y-chocolate-laureles/Rk8e-RQxSKq-6DbPuU5P-A
101,Ceron Cocina de Autor,$$ • Americana,,,"Carrera 19 #35 Norte-375 A 35 Norte-527,, Armenia, Quindío, Colombia, Local 4 SIN AVISO , Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/ceron-cocina-de-autor/3Fb9cBOcT1-tyLr2vpjb3Q
102,Expedicion Cafe,$$ • Americana,,,"Calle 5 Norte, Carrera 18 A, Armenia, Quindío, Colombia, Esquina, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/expedicion-cafe/bfxk0l7_SuuRDA25vY-nEg
103,Las Delicias de Yeye,$ • Burgers,4.5,(96),"Cra. 12 #27-45, Armenia, Quindío, Colombia, Parque Uribe,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/las-delicias-de-yeye/4qkPaMyfSfONnCJS0zSKoQ
104,Hamburguesas Coliseo,$ • Burgers,,,"Cr 19 5n 147 Lc 5 C.C Basmbuza Plaza, Armenia, Quindio Colombia, LOCAL 5,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/hamburguesas-coliseo/MSU7VwBASRiu6bqxF_CQ-A
105,Bife Parrilla,$ • Filetes,,,"Carrera 14 # 06-02 Local 2-38, Armenia, Quindio 630004 Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/bife-parrilla/DZjQC9qRQoy83WLLKY78Ng
106,Cirano,$$ • Latina fusión,,,"Cl. 22 Nte. #15-25, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/cirano/FWd-CLz0S8ewRIRglEaaig
107,Cirano,$$ • Latina fusión,,,"Cl. 22 Nte. #15-25, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/cirano/FWd-CLz0S8ewRIRglEaaig
108,Cirano,$$ • Latina fusión,,,"Cl. 22 Nte. #15-25, Armenia, Quindío, Colombia,  • Más información",https://www.ubereats.com/co/armenia/food-delivery/cirano/FWd-CLz0S8ewRIRglEaaig
109,Rugar 84,$$ • Americana moderna,4.8,(40),"Carrera 19 # 5 Norte 22, Quindío 630004 • Más información",https://www.ubereats.com/co/armenia/food-delivery/rugar-84/hdMLzAFvTDqRv3-SZD_8bQ
110,Saramama Arepas Rellenas,$ • Latina,,,"Carrera 19 #22n-59 Edificio Brisas De Laureles - Local 13, Armenia, Quindio 630004 Colombia, Quindio 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/saramama-arepas-rellenas/7AIdCnizThahxjsqtaLdRQ
111,Tiempo Libre Café,$ • Latina,,,"Carrera 23 # 11 58 Barrio Granada, Armenia, Quindio 630004 Colombia, Quindio 110221 • Más información",https://www.ubereats.com/co/armenia/food-delivery/tiempo-libre-cafe/X_INeQTDRjeW6pIVvQCmFA
